american-airlines,rating,1.0
american-airlines,rating,3.0
american-airlines,rating,8.0
american-airlines,rating,1.0
american-airlines,rating,10.0
american-airlines,rating,8.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,2.0
american-airlines,rating,1.0
american-airlines,rating,0.0
american-airlines,rating,0.0
american-airlines,rating,3.0
american-airlines,rating,2.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,2.0
american-airlines,rating,1.0
american-airlines,rating,0.0
american-airlines,rating,1.0
american-airlines,rating,8.0
american-airlines,rating,7.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,7.0
american-airlines,rating,7.0
american-airlines,rating,7.0
american-airlines,rating,2.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,5.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,4.0
american-airlines,rating,3.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,7.0
american-airlines,rating,1.0
american-airlines,rating,2.0
american-airlines,rating,1.0
american-airlines,rating,3.0
american-airlines,rating,2.0
american-airlines,rating,1.0
american-airlines,rating,10.0
american-airlines,rating,2.0
american-airlines,rating,9.0
american-airlines,rating,1.0
american-airlines,rating,3.0
american-airlines,rating,10.0
american-airlines,rating,8.0
american-airlines,rating,3.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,3.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,8.0
american-airlines,rating,7.0
american-airlines,rating,1.0
american-airlines,rating,1.0
american-airlines,rating,2.0
american-airlines,rating,1.0
american-airlines,rating,2.0
american-airlines,rating,2.0
american-airlines,rating,1.0
american-airlines,rating,8.0
american-airlines,rating,1.0
american-airlines,rating,3.0
american-airlines,rating,1.0
american-airlines,rating,6.0
american-airlines,rating,1.0
american-airlines,rating,1.0
