virgin-america,Flight Attendant Complaints,0
virgin-america,Delayed Flight,0
virgin-america,Damaged Luggage,0
virgin-america,Lost Luggage,0
virgin-america,Customer Service Issue,0
virgin-america,longlines,0
united-airlines,Flight Attendant Complaints,0
united-airlines,Damaged Luggage,0
united-airlines,Customer Service Issue,0
united-airlines,longlines,0
southwest-airlines,Flight Attendant Complaints,0
southwest-airlines,Delayed Flight,0
southwest-airlines,Damaged Luggage,0
southwest-airlines,Customer Service Issue,0
southwest-airlines,longlines,0
us-airways,Flight Attendant Complaints,0
us-airways,Damaged Luggage,0
us-airways,Customer Service Issue,0
us-airways,longlines,0
delta-airlines,Booking Problems,0
delta-airlines,Food,0
delta-airlines,Flight Attendant Complaints,0
delta-airlines,Delayed Flight,0
delta-airlines,Cancelled Flight,0
delta-airlines,General,0
delta-airlines,Damaged Luggage,0
delta-airlines,Lost Luggage,0
delta-airlines,Customer Service Issue,0
delta-airlines,longlines,0
american-airlines,Flight Attendant Complaints,0
american-airlines,Damaged Luggage,0
american-airlines,Customer Service Issue,0
american-airlines,longlines,0
