adria-airways,-0.10257622704063976
aegean-airlines,0.035429651029460635
aer-lingus,-0.03060428582157836
aeroflot-russian-airlines,-0.053248486330540794
aerolineas-argentinas,-0.029033874522222326
aeromexico,0.1000088005948884
afriqiyah-airways,0.028833092885980537
air-algerie,-0.4659001927375106
air-arabia,0.006316263757664767
air-astana,0.07671035039272935
air-austral,0.4390931817993031
air-bagan,0.3058141989596313
air-berlin,-0.1137895183752268
air-botswana,0.052327826631198844
air-busan,0.010543174205374664
air-canada,0.07512309065254537
air-canada-rouge,0.04331931171049978
air-china,0.013699129264217874
air-dolomiti,-0.3657643189079195
air-europa,-0.020629946488629123
air-france,-0.06443643244261622
air-india,0.029434823459875293
air-india-express,-0.05471647551085391
air-koryo,-0.044077311181724435
air-malta,-0.048270922742516875
air-mauritius,0.04072123981379593
air-memphis,0.20713912339399337
air-moldova,-0.27170847508628015
air-namibia,-0.31809817361729487
air-new-zealand,0.05464330629506934
air-nostrum,-0.09448502902129664
air-serbia,-0.02644569430962671
air-seychelles,-0.08431687937317038
air-tahiti-nui,0.13588599077246988
air-transat,-0.02925069844460319
air-vanuata,-0.1955593722911791
airasia,0.012336186695083302
airasia-x,0.03941227513514109
airasia-zest,0.30769685115210743
airbaltic,-0.032953906881960884
air-blue,-0.025332666890031982
aircalin,-0.5675993556176033
airnorth,0.2702082694648424
alaska-airlines,0.08237203792291771
alitalia,0.03246462981053637
allegiant-air,0.030150200434562898
american-airlines,0.06926096341797582
american-eagle,-0.00402829379867165
ana-all-nippon-airways,0.058407226811509616
arik-air,0.057884731233236834
arkefly,0.06610208681507766
asiana-airlines,-0.10648484069291507
atlasjet-airlines,0.31476586501027104
aurigny-air,0.07681686593200582
austrian-airlines,0.005812062268435863
avianca,0.09536309487119243
aerogal-aerolineas-galapagos,0.2529955155638522
azerbaijan-airlines,0.25446812136734653
azul-linhas-aereas-brasileiras,0.28362536749247613
ba-cityflyer,-0.05007887101286226
bahamasair,-0.13102466099882257
bangkok-airways,-0.08654963617256674
belavia,-0.4910319927822963
biman-bangladesh,0.2821219552958789
blue-air,0.06744177231483944
blue-islands,-0.07952905781254525
blue1,-0.09754426955431236
bmi-british-midland-international,-0.04893707817954182
bmi-regional,0.08644991266507215
british-airways,-0.004595950050779368
brussels-airlines,0.1508970599142558
bulgaria-air,-0.04175683544878057
cambodia-angkor-airlines,0.01548164003451906
canjet-airlines,0.07401064280224266
cape-air,-0.269556109127688
caribbean-airlines,0.10167665570068468
cathay-pacific-airways,-0.07750388340031276
cebu-pacific,-0.24001182153767836
china-airlines,-0.029711268422402314
china-eastern-airlines,-0.060696656252492556
china-southern-airlines,0.0015511119248769554
cityjet,-0.0712496067866195
comair,-0.35816800981824587
condor-airlines,0.0038925512124524863
continental-airlines,-0.1493403807295891
copa-airlines,-0.034329850672279554
corsair,-0.3475992751370337
croatia-airlines,0.018362728855908523
csa-czech-airlines,0.017103136351221147
cubana-airlines,0.008825910785887693
darwin,0.5361679777718109
delta-air-lines,-0.038641466983064886
dragonair,-0.11769805157370321
druk-air,0.2705437800739037
eastern-airways,0.052116134678444094
easyjet,0.022527500120865355
edelweiss-air,-0.00917856076015754
egyptair,-0.0033335739986945934
el-al-israel-airlines,0.047231506966107194
emirates,9.380247316256345E-4
estonian-air,-0.24134207843758196
ethiopian-airlines,0.005426942144493697
etihad-airways,-0.026583443640848095
eurowings,-0.031148033032022814
eva-air,0.0365425482510167
fiji-airways,0.08641108318011723
finnair,0.059965366393114936
firefly,0.08512325755612385
fly540-com,0.07351144205737122
flybe,-0.036424040044477156
flydubai,-0.04929891867578775
free-bird,-0.28263861756342046
frontier-airlines,-0.007255877022940061
garuda-indonesia,-0.022264773844178642
germanwings,-0.11940878675109715
goair,0.004198003213893731
gol,-0.03381880411937642
gulf-air,0.024313406268353564
hainan-airlines,-0.10451025692817668
hawaiian-airlines,0.03128846646858402
helvetic,-0.026585739418856433
hong-kong,-0.04449629273213318
hong-kong-airlines,0.08391907487379595
horizon-air,0.042918190820773694
iberia,-0.001801628299555176
icelandair,-0.06781063663392585
indigo-airlines,0.09376734656741999
insel-air,0.11735692928181433
interjet,0.4273063760090401
intersky,-0.5396916399204515
iran-air,-0.0326722509632917
island,0.19846367429604714
israir-airlines,-0.0846434752425126
japan-airlines,0.08451942602994272
jazeera-airways,-0.40325931093795647
jet-airways,0.002178910646185442
jet2-com,-0.06767639245626615
jetairfly,0.27804721479653344
jetblue-airways,0.019815544239922118
jetstar-airways,-0.05693323887232046
